Suburb,Pricepermeterland,Date,Dayofweek,Months,Type,,Month,Avgmonthprice
Ormond, ,42924,Saturday,July,u,,,
Port Melbourne,293.1671283,42924,Saturday,July,u,,,
Prahran, ,42924,Saturday,July,u,,,
Reservoir, ,42924,Saturday,July,u,,,
Richmond,294.6023898,42924,Saturday,July,u,,,
Richmond, ,42924,Saturday,July,u,,,
South Yarra,684.9315068,42924,Saturday,July,u,,,
South Yarra,44.33139535,42924,Saturday,July,u,,,
St Kilda, ,42924,Saturday,July,u,,,
St Kilda,857.6642336,42924,Saturday,July,u,,,
Strathmore,2604.166667,42924,Saturday,July,u,,,
Sunshine North,2860,42924,Saturday,July,u,,,
Thornbury, ,42924,Saturday,July,u,,,
Toorak, ,42924,Saturday,July,u,,,
Toorak, ,42924,Saturday,July,u,,,
Wantirna South,3000,42924,Saturday,July,u,,,
West Melbourne,39411.76471,42924,Saturday,July,u,,,
West Melbourne,6800,42924,Saturday,July,u,,,
Williamstown, ,42924,Saturday,July,u,,,
Windsor, ,42924,Saturday,July,u,,,
Yarraville,4400,42924,Saturday,July,u,,,
Altona Meadows,2148.780488,42931,Saturday,July,u,,,
Altona North,2508.333333,42931,Saturday,July,u,,,
Ascot Vale,283.9931153,42931,Saturday,July,u,,,
Ascot Vale,246.3810075,42931,Saturday,July,u,,,
Ascot Vale,556.5388397,42931,Saturday,July,u,,,
Balaclava,978.2608696,42931,Saturday,July,u,,,
Blackburn North,2314.754098,42931,Saturday,July,u,,,
Brighton, ,42931,Saturday,July,u,,,
Brooklyn, ,42931,Saturday,July,u,,,
Brunswick, ,42931,Saturday,July,u,,,
Brunswick West,198.1268012,42931,Saturday,July,u,,,
Carnegie,578.313253,42931,Saturday,July,u,,,
Carnegie,209.9609375,42931,Saturday,July,u,,,
Caulfield North,6016.666667,42931,Saturday,July,u,,,
Chadstone,2513.089005,42931,Saturday,July,u,,,
Clayton,2687.258687,42931,Saturday,July,u,,,
Collingwood, ,42931,Saturday,July,u,,,
Croydon,1575.566751,42931,Saturday,July,u,,,
Elsternwick, ,42931,Saturday,July,u,,,
Essendon, ,42931,Saturday,July,u,,,
Essendon, ,42931,Saturday,July,u,,,
Essendon North,5413.793103,42931,Saturday,July,u,,,
Fitzroy, ,42931,Saturday,July,u,,,
Fitzroy North,839.2070485,42931,Saturday,July,u,,,
Fitzroy North, ,42931,Saturday,July,u,,,
Footscray, ,42931,Saturday,July,u,,,
Footscray, ,42931,Saturday,July,u,,,
Glen Waverley,4192.139738,42931,Saturday,July,u,,,
Heathmont, ,42931,Saturday,July,u,,,
Kensington, ,42931,Saturday,July,u,,,
Malvern, ,42931,Saturday,July,u,,,
Maribyrnong, ,42931,Saturday,July,u,,,
Melbourne, ,42931,Saturday,July,u,,,
Murrumbeena,529.3551492,42931,Saturday,July,u,,,
North Melbourne, ,42931,Saturday,July,u,,,
Prahran, ,42931,Saturday,July,u,,,
Reservoir,2507.692308,42931,Saturday,July,u,,,
Reservoir, ,42931,Saturday,July,u,,,
Reservoir,2182.608696,42931,Saturday,July,u,,,
Richmond,57.94768612,42931,Saturday,July,u,,,
Richmond, ,42931,Saturday,July,u,,,
South Yarra, ,42931,Saturday,July,u,,,
South Yarra, ,42931,Saturday,July,u,,,
South Yarra,40150,42931,Saturday,July,u,,,
St Kilda, ,42931,Saturday,July,u,,,
St Kilda, ,42931,Saturday,July,u,,,
St Kilda, ,42931,Saturday,July,u,,,
Thornbury,313.2760267,42931,Saturday,July,u,,,
Toorak,1945.392491,42931,Saturday,July,u,,,
Travancore,21.34375,42931,Saturday,July,u,,,
Tullamarine,2919.254658,42931,Saturday,July,u,,,
Wantirna South,4540.145985,42931,Saturday,July,u,,,
West Melbourne,5588.235294,42931,Saturday,July,u,,,
Aberfeldie, ,42938,Saturday,July,u,,,
Aberfeldie,180.7580175,42938,Saturday,July,u,,,
Airport West,2494.505495,42938,Saturday,July,u,,,
Armadale, ,42938,Saturday,July,u,,,
Bentleigh,491.6067146,42938,Saturday,July,u,,,
Bentleigh East,3739.130435,42938,Saturday,July,u,,,
Brighton East,637.8600823,42938,Saturday,July,u,,,
Brunswick East, ,42938,Saturday,July,u,,,
Brunswick East, ,42938,Saturday,July,u,,,
Carnegie, ,42938,Saturday,July,u,,,
Caulfield North,747.5490196,42938,Saturday,July,u,,,
Clifton Hill,1200.750469,42938,Saturday,July,u,,,
East Melbourne, ,42938,Saturday,July,u,,,
Elwood,1711.590296,42938,Saturday,July,u,,,
Elwood,989.010989,42938,Saturday,July,u,,,
Elwood, ,42938,Saturday,July,u,,,
Essendon, ,42938,Saturday,July,u,,,
Flemington, ,42938,Saturday,July,u,,,
Footscray,225.2488214,42938,Saturday,July,u,,,
Glen Waverley,1901.449275,42938,Saturday,July,u,,,
Glen Waverley,3106.382979,42938,Saturday,July,u,,,
Glen Waverley,6048.387097,42938,Saturday,July,u,,,
Glen Waverley,2739.726027,42938,Saturday,July,u,,,
Glenroy,2452.736318,42938,Saturday,July,u,,,
Glenroy,3020.833333,42938,Saturday,July,u,,,
Hughesdale, ,42938,Saturday,July,u,,,
Maribyrnong, ,42938,Saturday,July,u,,,
Moonee Ponds, ,42938,Saturday,July,u,,,
Mount Waverley,3795.031056,42938,Saturday,July,u,,,
North Melbourne, ,42938,Saturday,July,u,,,
Northcote,275.6059421,42938,Saturday,July,u,,,
Pascoe Vale,4067.669173,42938,Saturday,July,u,,,
Pascoe Vale,3353.658537,42938,Saturday,July,u,,,
Pascoe Vale,5631.067961,42938,Saturday,July,u,,,
Pascoe Vale,3443.902439,42938,Saturday,July,u,,,
Port Melbourne,785.1123596,42938,Saturday,July,u,,,
Prahran, ,42938,Saturday,July,u,,,
Preston,396.1965135,42938,Saturday,July,u,,,
Preston,623.2114467,42938,Saturday,July,u,,,
Preston,4950.980392,42938,Saturday,July,u,,,
Reservoir,3694.029851,42938,Saturday,July,u,,,
Richmond,119.3052392,42938,Saturday,July,u,,,
Richmond,289.62818,42938,Saturday,July,u,,,
Richmond,18125,42938,Saturday,July,u,,,
Richmond, ,42938,Saturday,July,u,,,
Sandringham,3701.923077,42938,Saturday,July,u,,,
Seddon, ,42938,Saturday,July,u,,,
South Yarra, ,42938,Saturday,July,u,,,
South Yarra, ,42938,Saturday,July,u,,,
South Yarra, ,42938,Saturday,July,u,,,
South Yarra, ,42938,Saturday,July,u,,,
St Kilda, ,42938,Saturday,July,u,,,
St Kilda, ,42938,Saturday,July,u,,,
St Kilda,1151.187905,42938,Saturday,July,u,,,
Toorak, ,42938,Saturday,July,u,,,
Toorak, ,42938,Saturday,July,u,,,
Toorak, ,42938,Saturday,July,u,,,
Armadale, ,42945,Saturday,July,u,,,
Armadale, ,42945,Saturday,July,u,,,
Bentleigh East,4892.561983,42945,Saturday,July,u,,,
Black Rock, ,42945,Saturday,July,u,,,
Blackburn South,185.464415,42945,Saturday,July,u,,,
Brighton,8450,42945,Saturday,July,u,,,
Brighton, ,42945,Saturday,July,u,,,
Brighton,5507.246377,42945,Saturday,July,u,,,
Brooklyn,2681.15942,42945,Saturday,July,u,,,
Brunswick East, ,42945,Saturday,July,u,,,
Brunswick West, ,42945,Saturday,July,u,,,
Brunswick West, ,42945,Saturday,July,u,,,
Burwood East,2406.340058,42945,Saturday,July,u,,,
Carnegie,4689.655172,42945,Saturday,July,u,,,
Carnegie,159.7573306,42945,Saturday,July,u,,,
Carnegie,4444.015444,42945,Saturday,July,u,,,
Cheltenham,3076.923077,42945,Saturday,July,u,,,
Clifton Hill, ,42945,Saturday,July,u,,,
Coburg,4174.757282,42945,Saturday,July,u,,,
Elsternwick,1551.115242,42945,Saturday,July,u,,,
Elwood,1111.111111,42945,Saturday,July,u,,,
Elwood,903.3877039,42945,Saturday,July,u,,,
Elwood,899.3710692,42945,Saturday,July,u,,,
Essendon, ,42945,Saturday,July,u,,,
Essendon,532.9457364,42945,Saturday,July,u,,,
Footscray, ,42945,Saturday,July,u,,,
Glen Huntly, ,42945,Saturday,July,u,,,
Hillside,1405.797101,42945,Saturday,July,u,,,
Kensington,250.7042254,42945,Saturday,July,u,,,
Kensington,126.611069,42945,Saturday,July,u,,,
Kingsville, ,42945,Saturday,July,u,,,
Melbourne,6348.314607,42945,Saturday,July,u,,,
Melbourne, ,42945,Saturday,July,u,,,
Murrumbeena,6750,42945,Saturday,July,u,,,
Murrumbeena,2263.681592,42945,Saturday,July,u,,,
Murrumbeena, ,42945,Saturday,July,u,,,
Newport,604.3613707,42945,Saturday,July,u,,,
North Melbourne,369.5062398,42945,Saturday,July,u,,,
Nunawading,854.9528302,42945,Saturday,July,u,,,
Nunawading,3056.390977,42945,Saturday,July,u,,,
Pascoe Vale,4067.669173,42945,Saturday,July,u,,,
Pascoe Vale,2989.417989,42945,Saturday,July,u,,,
Prahran,468.0468047,42945,Saturday,July,u,,,
Richmond,149.2537313,42945,Saturday,July,u,,,
Richmond, ,42945,Saturday,July,u,,,
Richmond, ,42945,Saturday,July,u,,,
Richmond, ,42945,Saturday,July,u,,,
Richmond, ,42945,Saturday,July,u,,,
Ripponlea,384.3771507,42945,Saturday,July,u,,,
Seaholme, ,42945,Saturday,July,u,,,
South Yarra,63.37209302,42945,Saturday,July,u,,,
South Yarra, ,42945,Saturday,July,u,,,
South Yarra, ,42945,Saturday,July,u,,,
Southbank,187.6441938,42945,Saturday,July,u,,,
St Kilda, ,42945,Saturday,July,u,,,
St Kilda, ,42945,Saturday,July,u,,,
Tullamarine, ,42945,Saturday,July,u,,,
Williamstown, ,42945,Saturday,July,u,,,
Windsor, ,42945,Saturday,July,u,,,
Airport West,2928.870293,42959,Saturday,August,u,,,
Albanvale,1903.669725,42959,Saturday,August,u,,,
Altona,3127.962085,42959,Saturday,August,u,,,
Altona,2514.754098,42959,Saturday,August,u,,,
Armadale,265.438086,42959,Saturday,August,u,,,
Balaclava, ,42959,Saturday,August,u,,,
Brighton, ,42959,Saturday,August,u,,,
Brighton East,3236.363636,42959,Saturday,August,u,,,
Burwood East,3121.338912,42959,Saturday,August,u,,,
Collingwood, ,42959,Saturday,August,u,,,
Croydon North,1700.3367,42959,Saturday,August,u,,,
Doncaster,3545.454545,42959,Saturday,August,u,,,
East Melbourne,1303.911735,42959,Saturday,August,u,,,
Elwood, ,42959,Saturday,August,u,,,
Elwood,159.7051597,42959,Saturday,August,u,,,
Fitzroy,166.4834302,42959,Saturday,August,u,,,
Fitzroy,315.0289017,42959,Saturday,August,u,,,
Fitzroy North,126.6761025,42959,Saturday,August,u,,,
Footscray, ,42959,Saturday,August,u,,,
Glenroy,2927.46114,42959,Saturday,August,u,,,
Highett,5211.538462,42959,Saturday,August,u,,,
Kingsville,4830.508475,42959,Saturday,August,u,,,
Mount Waverley,2500,42959,Saturday,August,u,,,
Newport,3680.981595,42959,Saturday,August,u,,,
North Melbourne, ,42959,Saturday,August,u,,,
North Melbourne,324.4746601,42959,Saturday,August,u,,,
Ormond,400,42959,Saturday,August,u,,,
Ormond,182.3558403,42959,Saturday,August,u,,,
Pascoe Vale, ,42959,Saturday,August,u,,,
Pascoe Vale,258.7939698,42959,Saturday,August,u,,,
Port Melbourne, ,42959,Saturday,August,u,,,
Port Melbourne, ,42959,Saturday,August,u,,,
Prahran, ,42959,Saturday,August,u,,,
Prahran, ,42959,Saturday,August,u,,,
Reservoir,5416.666667,42959,Saturday,August,u,,,
Ringwood,2140.522876,42959,Saturday,August,u,,,
South Yarra, ,42959,Saturday,August,u,,,
South Yarra, ,42959,Saturday,August,u,,,
South Yarra, ,42959,Saturday,August,u,,,
South Yarra, ,42959,Saturday,August,u,,,
South Yarra, ,42959,Saturday,August,u,,,
Southbank, ,42959,Saturday,August,u,,,
St Kilda, ,42959,Saturday,August,u,,,
Toorak, ,42959,Saturday,August,u,,,
Toorak, ,42959,Saturday,August,u,,,
Toorak,7219.251337,42959,Saturday,August,u,,,
Yarraville, ,42959,Saturday,August,u,,,
Abbotsford, ,42966,Saturday,August,u,,,
Airport West, ,42966,Saturday,August,u,,,
Armadale, ,42966,Saturday,August,u,,,
Armadale, ,42966,Saturday,August,u,,,
Bentleigh East,3254.716981,42966,Saturday,August,u,,,
Black Rock, ,42966,Saturday,August,u,,,
Brighton, ,42966,Saturday,August,u,,,
Brunswick, ,42966,Saturday,August,u,,,
Brunswick East,469.2082111,42966,Saturday,August,u,,,
Brunswick East, ,42966,Saturday,August,u,,,
Brunswick West, ,42966,Saturday,August,u,,,
Carnegie, ,42966,Saturday,August,u,,,
Carnegie, ,42966,Saturday,August,u,,,
Cheltenham, ,42966,Saturday,August,u,,,
Elsternwick, ,42966,Saturday,August,u,,,
Elwood, ,42966,Saturday,August,u,,,
Essendon, ,42966,Saturday,August,u,,,
Essendon, ,42966,Saturday,August,u,,,
Fairfield, ,42966,Saturday,August,u,,,
Ferntree Gully, ,42966,Saturday,August,u,,,
Glenroy, ,42966,Saturday,August,u,,,
Huntingdale, ,42966,Saturday,August,u,,,
Maidstone, ,42966,Saturday,August,u,,,
Malvern East, ,42966,Saturday,August,u,,,
Mitcham, ,42966,Saturday,August,u,,,
Mount Waverley, ,42966,Saturday,August,u,,,
Northcote, ,42966,Saturday,August,u,,,
Ormond, ,42966,Saturday,August,u,,,
Port Melbourne, ,42966,Saturday,August,u,,,
Preston, ,42966,Saturday,August,u,,,
Richmond, ,42966,Saturday,August,u,,,
South Yarra, ,42966,Saturday,August,u,,,
St Kilda, ,42966,Saturday,August,u,,,
Thornbury, ,42966,Saturday,August,u,,,
Toorak, ,42966,Saturday,August,u,,,
Toorak, ,42966,Saturday,August,u,,,
Tullamarine, ,42966,Saturday,August,u,,,
Tullamarine, ,42966,Saturday,August,u,,,
Windsor, ,42966,Saturday,August,u,,,
Altona, ,42973,Saturday,August,u,,,
Altona,3270.408163,42973,Saturday,August,u,,,
Bentleigh East, ,42973,Saturday,August,u,,,
Blackburn, ,42973,Saturday,August,u,,,
Brighton, ,42973,Saturday,August,u,,,
Brighton East, ,42973,Saturday,August,u,,,
Brunswick,1269.461078,42973,Saturday,August,u,,,
Brunswick, ,42973,Saturday,August,u,,,
Brunswick East, ,42973,Saturday,August,u,,,
Brunswick West, ,42973,Saturday,August,u,,,
Carlton, ,42973,Saturday,August,u,,,
Carnegie, ,42973,Saturday,August,u,,,
Carnegie, ,42973,Saturday,August,u,,,
Caulfield South, ,42973,Saturday,August,u,,,
Caulfield South,859.6300326,42973,Saturday,August,u,,,
Chadstone, ,42973,Saturday,August,u,,,
Croydon, ,42973,Saturday,August,u,,,
East Melbourne, ,42973,Saturday,August,u,,,
Elsternwick, ,42973,Saturday,August,u,,,
Fitzroy North, ,42973,Saturday,August,u,,,
Glen Huntly, ,42973,Saturday,August,u,,,
Glen Waverley, ,42973,Saturday,August,u,,,
Glen Waverley, ,42973,Saturday,August,u,,,
Glenroy, ,42973,Saturday,August,u,,,
Hampton, ,42973,Saturday,August,u,,,
Highett,4306.962025,42973,Saturday,August,u,,,
Keilor, ,42973,Saturday,August,u,,,
Malvern, ,42973,Saturday,August,u,,,
Malvern East,5046.511628,42973,Saturday,August,u,,,
Maribyrnong, ,42973,Saturday,August,u,,,
Mitcham, ,42973,Saturday,August,u,,,
Mitcham,2937.864078,42973,Saturday,August,u,,,
Moonee Ponds,294.9152542,42973,Saturday,August,u,,,
Nunawading,786.2679956,42973,Saturday,August,u,,,
Prahran, ,42973,Saturday,August,u,,,
Preston, ,42973,Saturday,August,u,,,
Reservoir, ,42973,Saturday,August,u,,,
Reservoir, ,42973,Saturday,August,u,,,
Reservoir,1823.61516,42973,Saturday,August,u,,,
South Melbourne, ,42973,Saturday,August,u,,,
South Yarra, ,42973,Saturday,August,u,,,
South Yarra, ,42973,Saturday,August,u,,,
South Yarra, ,42973,Saturday,August,u,,,
St Kilda, ,42973,Saturday,August,u,,,
St Kilda, ,42973,Saturday,August,u,,,
St Kilda, ,42973,Saturday,August,u,,,
St Kilda, ,42973,Saturday,August,u,,,
St Kilda, ,42973,Saturday,August,u,,,
St Kilda, ,42973,Saturday,August,u,,,
Thornbury, ,42973,Saturday,August,u,,,
Toorak, ,42973,Saturday,August,u,,,
Tullamarine, ,42973,Saturday,August,u,,,
Tullamarine, ,42973,Saturday,August,u,,,
Airport West, ,42981,Sunday,September,u,,,
Armadale, ,42981,Sunday,September,u,,,
Armadale,546.302465,42981,Sunday,September,u,,,
Avondale Heights, ,42981,Sunday,September,u,,,
Balaclava,262.8120894,42981,Sunday,September,u,,,
Bentleigh, ,42981,Sunday,September,u,,,
Brighton, ,42981,Sunday,September,u,,,
Brighton East,7364.864865,42981,Sunday,September,u,,,
Brunswick, ,42981,Sunday,September,u,,,
Bulleen, ,42981,Sunday,September,u,,,
Caulfield North, ,42981,Sunday,September,u,,,
Croydon, ,42981,Sunday,September,u,,,
Doncaster East, ,42981,Sunday,September,u,,,
Doncaster East, ,42981,Sunday,September,u,,,
Elwood, ,42981,Sunday,September,u,,,
Elwood,1041.990669,42981,Sunday,September,u,,,
Essendon, ,42981,Sunday,September,u,,,
Essendon North,3128.90625,42981,Sunday,September,u,,,
Fairfield, ,42981,Sunday,September,u,,,
Fitzroy, ,42981,Sunday,September,u,,,
Flemington, ,42981,Sunday,September,u,,,
Footscray, ,42981,Sunday,September,u,,,
Footscray, ,42981,Sunday,September,u,,,
Forest Hill,2466.216216,42981,Sunday,September,u,,,
Glen Waverley,2551.612903,42981,Sunday,September,u,,,
Glen Waverley, ,42981,Sunday,September,u,,,
Hampton, ,42981,Sunday,September,u,,,
Highett, ,42981,Sunday,September,u,,,
Highett, ,42981,Sunday,September,u,,,
Malvern, ,42981,Sunday,September,u,,,
Malvern East, ,42981,Sunday,September,u,,,
Melbourne, ,42981,Sunday,September,u,,,
Moonee Ponds, ,42981,Sunday,September,u,,,
Murrumbeena, ,42981,Sunday,September,u,,,
Murrumbeena, ,42981,Sunday,September,u,,,
Niddrie, ,42981,Sunday,September,u,,,
North Melbourne, ,42981,Sunday,September,u,,,
Port Melbourne,178.1059948,42981,Sunday,September,u,,,
Port Melbourne, ,42981,Sunday,September,u,,,
Prahran, ,42981,Sunday,September,u,,,
Preston, ,42981,Sunday,September,u,,,
Reservoir, ,42981,Sunday,September,u,,,
Richmond, ,42981,Sunday,September,u,,,
Ripponlea, ,42981,Sunday,September,u,,,
South Yarra,1335.403727,42981,Sunday,September,u,,,
Sunshine West, ,42981,Sunday,September,u,,,
Toorak, ,42981,Sunday,September,u,,,
Tullamarine, ,42981,Sunday,September,u,,,
West Melbourne, ,42981,Sunday,September,u,,,
Albion,2376.760563,42987,Saturday,September,u,,,
Altona,7269.84127,42987,Saturday,September,u,,,
Ascot Vale,270.6065319,42987,Saturday,September,u,,,
Ascot Vale, ,42987,Saturday,September,u,,,
Brunswick, ,42987,Saturday,September,u,,,
Brunswick East, ,42987,Saturday,September,u,,,
Brunswick West, ,42987,Saturday,September,u,,,
Burnley, ,42987,Saturday,September,u,,,
Carnegie, ,42987,Saturday,September,u,,,
Caulfield, ,42987,Saturday,September,u,,,
Caulfield South, ,42987,Saturday,September,u,,,
Collingwood,1375.137514,42987,Saturday,September,u,,,
Donvale,2817.647059,42987,Saturday,September,u,,,
Fairfield, ,42987,Saturday,September,u,,,
Footscray, ,42987,Saturday,September,u,,,
Footscray, ,42987,Saturday,September,u,,,
Glen Waverley, ,42987,Saturday,September,u,,,
Highett, ,42987,Saturday,September,u,,,
Kingsville, ,42987,Saturday,September,u,,,
Melbourne, ,42987,Saturday,September,u,,,
Melbourne, ,42987,Saturday,September,u,,,
Moonee Ponds, ,42987,Saturday,September,u,,,
Moonee Ponds, ,42987,Saturday,September,u,,,
Mount Waverley, ,42987,Saturday,September,u,,,
Mount Waverley, ,42987,Saturday,September,u,,,
North Melbourne, ,42987,Saturday,September,u,,,
Pascoe Vale, ,42987,Saturday,September,u,,,
Pascoe Vale, ,42987,Saturday,September,u,,,
Port Melbourne, ,42987,Saturday,September,u,,,
Prahran, ,42987,Saturday,September,u,,,
Prahran, ,42987,Saturday,September,u,,,
Preston, ,42987,Saturday,September,u,,,
Reservoir, ,42987,Saturday,September,u,,,
Richmond,41.41597873,42987,Saturday,September,u,,,
South Melbourne, ,42987,Saturday,September,u,,,
South Melbourne, ,42987,Saturday,September,u,,,
South Yarra, ,42987,Saturday,September,u,,,
South Yarra, ,42987,Saturday,September,u,,,
South Yarra, ,42987,Saturday,September,u,,,
Southbank, ,42987,Saturday,September,u,,,
Southbank, ,42987,Saturday,September,u,,,
St Kilda, ,42987,Saturday,September,u,,,
St Kilda, ,42987,Saturday,September,u,,,
St Kilda, ,42987,Saturday,September,u,,,
Strathmore, ,42987,Saturday,September,u,,,
Toorak, ,42987,Saturday,September,u,,,
Toorak, ,42987,Saturday,September,u,,,
Toorak, ,42987,Saturday,September,u,,,
Vermont, ,42987,Saturday,September,u,,,
West Footscray, ,42987,Saturday,September,u,,,
West Footscray, ,42987,Saturday,September,u,,,
Windsor,1242.331288,42987,Saturday,September,u,,,
Ascot Vale, ,42994,Saturday,September,u,,,
Avondale Heights,408.6956522,42994,Saturday,September,u,,,
Balaclava, ,42994,Saturday,September,u,,,
Balaclava, ,42994,Saturday,September,u,,,
Bentleigh, ,42994,Saturday,September,u,,,
Black Rock, ,42994,Saturday,September,u,,,
Brighton, ,42994,Saturday,September,u,,,
Brighton, ,42994,Saturday,September,u,,,
Brunswick, ,42994,Saturday,September,u,,,
Brunswick, ,42994,Saturday,September,u,,,
Brunswick, ,42994,Saturday,September,u,,,
Brunswick,136,42994,Saturday,September,u,,,
Brunswick, ,42994,Saturday,September,u,,,
Brunswick, ,42994,Saturday,September,u,,,
Brunswick West, ,42994,Saturday,September,u,,,
Carlton, ,42994,Saturday,September,u,,,
Carnegie, ,42994,Saturday,September,u,,,
Caulfield North, ,42994,Saturday,September,u,,,
Cheltenham, ,42994,Saturday,September,u,,,
Clayton,2382.352941,42994,Saturday,September,u,,,
Doncaster East, ,42994,Saturday,September,u,,,
Elwood, ,42994,Saturday,September,u,,,
Essendon, ,42994,Saturday,September,u,,,
Essendon North,4006.849315,42994,Saturday,September,u,,,
Fitzroy, ,42994,Saturday,September,u,,,
Fitzroy North, ,42994,Saturday,September,u,,,
Flemington, ,42994,Saturday,September,u,,,
Footscray, ,42994,Saturday,September,u,,,
Hampton East, ,42994,Saturday,September,u,,,
Keilor Lodge, ,42994,Saturday,September,u,,,
Malvern, ,42994,Saturday,September,u,,,
Malvern, ,42994,Saturday,September,u,,,
Malvern East, ,42994,Saturday,September,u,,,
Malvern East, ,42994,Saturday,September,u,,,
Maribyrnong, ,42994,Saturday,September,u,,,
Melbourne, ,42994,Saturday,September,u,,,
Middle Park, ,42994,Saturday,September,u,,,
Moonee Ponds, ,42994,Saturday,September,u,,,
Ormond, ,42994,Saturday,September,u,,,
Port Melbourne, ,42994,Saturday,September,u,,,
Prahran,1813.380282,42994,Saturday,September,u,,,
Reservoir, ,42994,Saturday,September,u,,,
Reservoir,687.8698225,42994,Saturday,September,u,,,
Reservoir, ,42994,Saturday,September,u,,,
Reservoir, ,42994,Saturday,September,u,,,
Reservoir, ,42994,Saturday,September,u,,,
Richmond, ,42994,Saturday,September,u,,,
Richmond, ,42994,Saturday,September,u,,,
Richmond, ,42994,Saturday,September,u,,,
South Yarra, ,42994,Saturday,September,u,,,
South Yarra, ,42994,Saturday,September,u,,,
South Yarra, ,42994,Saturday,September,u,,,
St Kilda, ,42994,Saturday,September,u,,,
St Kilda, ,42994,Saturday,September,u,,,
St Kilda, ,42994,Saturday,September,u,,,
Toorak, ,42994,Saturday,September,u,,,
Toorak, ,42994,Saturday,September,u,,,
Abbotsford, ,43001,Saturday,September,u,,,
Abbotsford, ,43001,Saturday,September,u,,,
Aberfeldie, ,43001,Saturday,September,u,,,
Altona, ,43001,Saturday,September,u,,,
Beaumaris, ,43001,Saturday,September,u,,,
Bentleigh East, ,43001,Saturday,September,u,,,
Black Rock,1261.682243,43001,Saturday,September,u,,,
Blackburn North, ,43001,Saturday,September,u,,,
Box Hill, ,43001,Saturday,September,u,,,
Box Hill,7773.809524,43001,Saturday,September,u,,,
Brighton, ,43001,Saturday,September,u,,,
Brighton, ,43001,Saturday,September,u,,,
Brunswick, ,43001,Saturday,September,u,,,
Brunswick, ,43001,Saturday,September,u,,,
Brunswick, ,43001,Saturday,September,u,,,
Brunswick East,2806.451613,43001,Saturday,September,u,,,
Brunswick East, ,43001,Saturday,September,u,,,
Brunswick West, ,43001,Saturday,September,u,,,
Carlton, ,43001,Saturday,September,u,,,
Carnegie, ,43001,Saturday,September,u,,,
Carnegie, ,43001,Saturday,September,u,,,
Carnegie, ,43001,Saturday,September,u,,,
Carnegie, ,43001,Saturday,September,u,,,
Carnegie, ,43001,Saturday,September,u,,,
Carnegie,186.0351563,43001,Saturday,September,u,,,
Collingwood, ,43001,Saturday,September,u,,,
Donvale,2636.054422,43001,Saturday,September,u,,,
Elwood, ,43001,Saturday,September,u,,,
Elwood, ,43001,Saturday,September,u,,,
Elwood, ,43001,Saturday,September,u,,,
Essendon North, ,43001,Saturday,September,u,,,
Fairfield, ,43001,Saturday,September,u,,,
Flemington,560.7187113,43001,Saturday,September,u,,,
Footscray, ,43001,Saturday,September,u,,,
Glen Huntly,6000,43001,Saturday,September,u,,,
Glen Huntly, ,43001,Saturday,September,u,,,
Highett, ,43001,Saturday,September,u,,,
Keilor East, ,43001,Saturday,September,u,,,
Kensington, ,43001,Saturday,September,u,,,
Maribyrnong, ,43001,Saturday,September,u,,,
Moonee Ponds, ,43001,Saturday,September,u,,,
Mount Waverley, ,43001,Saturday,September,u,,,
Mount Waverley, ,43001,Saturday,September,u,,,
Mulgrave, ,43001,Saturday,September,u,,,
North Melbourne, ,43001,Saturday,September,u,,,
Northcote, ,43001,Saturday,September,u,,,
Northcote, ,43001,Saturday,September,u,,,
Nunawading, ,43001,Saturday,September,u,,,
Oakleigh, ,43001,Saturday,September,u,,,
Port Melbourne, ,43001,Saturday,September,u,,,
Port Melbourne, ,43001,Saturday,September,u,,,
Prahran, ,43001,Saturday,September,u,,,
Reservoir, ,43001,Saturday,September,u,,,
Richmond,90.39548023,43001,Saturday,September,u,,,
Richmond, ,43001,Saturday,September,u,,,
Richmond, ,43001,Saturday,September,u,,,
Seaholme, ,43001,Saturday,September,u,,,
Seddon, ,43001,Saturday,September,u,,,
South Melbourne, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
South Yarra, ,43001,Saturday,September,u,,,
Southbank, ,43001,Saturday,September,u,,,
Southbank, ,43001,Saturday,September,u,,,
St Kilda, ,43001,Saturday,September,u,,,
St Kilda, ,43001,Saturday,September,u,,,
St Kilda, ,43001,Saturday,September,u,,,
St Kilda, ,43001,Saturday,September,u,,,
Thornbury, ,43001,Saturday,September,u,,,
Thornbury, ,43001,Saturday,September,u,,,
Tullamarine, ,43001,Saturday,September,u,,,
West Melbourne, ,43001,Saturday,September,u,,,
Williamstown, ,43001,Saturday,September,u,,,
Windsor, ,43001,Saturday,September,u,,,
Yarraville, ,43001,Saturday,September,u,,,
Reservoir, ,43008,Saturday,September,u,,,
Cheltenham,3344.594595,43015,Saturday,October,u,,,
Pascoe Vale, ,43015,Saturday,October,u,,,
Reservoir, ,43015,Saturday,October,u,,,
St Kilda, ,43015,Saturday,October,u,,,
Strathmore, ,43015,Saturday,October,u,,,
Ashwood,2145.652174,43022,Saturday,October,u,,,
