Suburb,Pricepermeterland,Date,Dayofweek,Months,Type,,Month,Avgmonthprice
Fitzroy,282.7521206,42833,Saturday,April,u,,,
Kensington,137.5435878,42833,Saturday,April,u,,,
Kensington,206.404321,42833,Saturday,April,u,,,
Kensington, ,42833,Saturday,April,u,,,
Southbank, ,42833,Saturday,April,u,,,
Southbank, ,42833,Saturday,April,u,,,
Southbank, ,42833,Saturday,April,u,,,
Spotswood,4269.662921,42833,Saturday,April,u,,,
Toorak,797.6080957,42833,Saturday,April,u,,,
Toorak, ,42833,Saturday,April,u,,,
Toorak,360.6828194,42833,Saturday,April,u,,,
Toorak,500.5959476,42833,Saturday,April,u,,,
Toorak,1723.549488,42833,Saturday,April,u,,,
Williamstown North,269.8961938,42833,Saturday,April,u,,,
Windsor, ,42833,Saturday,April,u,,,
Armadale,980.4372842,42847,Saturday,April,u,,,
Armadale, ,42847,Saturday,April,u,,,
Bentleigh,3491.735537,42847,Saturday,April,u,,,
Bentleigh,941.9970631,42847,Saturday,April,u,,,
Box Hill,4144.230769,42847,Saturday,April,u,,,
Brighton, ,42847,Saturday,April,u,,,
Brunswick,861.7594255,42847,Saturday,April,u,,,
Brunswick East, ,42847,Saturday,April,u,,,
Carlton North, ,42847,Saturday,April,u,,,
Carnegie, ,42847,Saturday,April,u,,,
Coburg North, ,42847,Saturday,April,u,,,
Collingwood, ,42847,Saturday,April,u,,,
Doncaster,2996.168582,42847,Saturday,April,u,,,
Essendon,3949.72067,42847,Saturday,April,u,,,
Essendon,3083.700441,42847,Saturday,April,u,,,
Essendon, ,42847,Saturday,April,u,,,
Essendon, ,42847,Saturday,April,u,,,
Flemington,826.2711864,42847,Saturday,April,u,,,
Glen Huntly, ,42847,Saturday,April,u,,,
Maidstone,145.3175457,42847,Saturday,April,u,,,
Melbourne, ,42847,Saturday,April,u,,,
Melbourne, ,42847,Saturday,April,u,,,
Melbourne,601.2323944,42847,Saturday,April,u,,,
Melbourne, ,42847,Saturday,April,u,,,
Murrumbeena, ,42847,Saturday,April,u,,,
Murrumbeena, ,42847,Saturday,April,u,,,
Murrumbeena,6948.051948,42847,Saturday,April,u,,,
Port Melbourne,9693.877551,42847,Saturday,April,u,,,
Port Melbourne, ,42847,Saturday,April,u,,,
Reservoir,2379.518072,42847,Saturday,April,u,,,
South Melbourne, ,42847,Saturday,April,u,,,
South Yarra,49.41860465,42847,Saturday,April,u,,,
South Yarra, ,42847,Saturday,April,u,,,
St Kilda, ,42847,Saturday,April,u,,,
St Kilda, ,42847,Saturday,April,u,,,
Thornbury,316.4556962,42847,Saturday,April,u,,,
West Footscray,4188.034188,42847,Saturday,April,u,,,
Williamstown, ,42847,Saturday,April,u,,,
Williamstown, ,42847,Saturday,April,u,,,
Carlton, ,42847,Saturday,April,u,,,
Essendon North,5067.073171,42847,Saturday,April,u,,,
Keilor Park,1429.234339,42847,Saturday,April,u,,,
Kensington, ,42847,Saturday,April,u,,,
South Kingsville, ,42847,Saturday,April,u,,,
Spotswood,2986.425339,42847,Saturday,April,u,,,
Toorak, ,42847,Saturday,April,u,,,
Windsor,1103.359173,42847,Saturday,April,u,,,
Armadale,5367.088608,42854,Saturday,April,u,,,
Armadale, ,42854,Saturday,April,u,,,
Bentleigh, ,42854,Saturday,April,u,,,
Bentleigh East,521.4424951,42854,Saturday,April,u,,,
Bentleigh East,2799.307958,42854,Saturday,April,u,,,
Carnegie, ,42854,Saturday,April,u,,,
Caulfield North, ,42854,Saturday,April,u,,,
Caulfield South, ,42854,Saturday,April,u,,,
Coburg,4779.411765,42854,Saturday,April,u,,,
Essendon,6879.032258,42854,Saturday,April,u,,,
Glenroy, ,42854,Saturday,April,u,,,
Hampton,9555.555556,42854,Saturday,April,u,,,
Hampton East, ,42854,Saturday,April,u,,,
Moonee Ponds, ,42854,Saturday,April,u,,,
Murrumbeena, ,42854,Saturday,April,u,,,
Murrumbeena,3006.493506,42854,Saturday,April,u,,,
Niddrie,410.5090312,42854,Saturday,April,u,,,
Northcote,471.25,42854,Saturday,April,u,,,
Oak Park, ,42854,Saturday,April,u,,,
Ormond, ,42854,Saturday,April,u,,,
Port Melbourne, ,42854,Saturday,April,u,,,
Port Melbourne, ,42854,Saturday,April,u,,,
Port Melbourne, ,42854,Saturday,April,u,,,
Port Melbourne,47.43265024,42854,Saturday,April,u,,,
Prahran, ,42854,Saturday,April,u,,,
Prahran, ,42854,Saturday,April,u,,,
Preston,2857.142857,42854,Saturday,April,u,,,
Preston,429.6875,42854,Saturday,April,u,,,
Reservoir,4590.909091,42854,Saturday,April,u,,,
Richmond,179.3849658,42854,Saturday,April,u,,,
South Melbourne, ,42854,Saturday,April,u,,,
South Yarra,503.8709677,42854,Saturday,April,u,,,
South Yarra,641.2261495,42854,Saturday,April,u,,,
South Yarra, ,42854,Saturday,April,u,,,
St Kilda,50111.11111,42854,Saturday,April,u,,,
St Kilda,2586.956522,42854,Saturday,April,u,,,
St Kilda, ,42854,Saturday,April,u,,,
Sunshine West, ,42854,Saturday,April,u,,,
Thornbury,3636.363636,42854,Saturday,April,u,,,
West Footscray, ,42854,Saturday,April,u,,,
Yarraville, ,42854,Saturday,April,u,,,
Airport West,3750,42854,Saturday,April,u,,,
Carlton, ,42854,Saturday,April,u,,,
Carlton,122.6692836,42854,Saturday,April,u,,,
Elsternwick, ,42854,Saturday,April,u,,,
Elsternwick, ,42854,Saturday,April,u,,,
Elwood, ,42854,Saturday,April,u,,,
Fitzroy, ,42854,Saturday,April,u,,,
Kensington,146.6049383,42854,Saturday,April,u,,,
Toorak,198.0888984,42854,Saturday,April,u,,,
Toorak, ,42854,Saturday,April,u,,,
Windsor, ,42854,Saturday,April,u,,,
Balaclava,815.3078203,42854,Saturday,April,u,,,
Balaclava, ,42854,Saturday,April,u,,,
West Melbourne, ,42854,Saturday,April,u,,,
Alphington,349.726776,42861,Saturday,May,u,,,
Avondale Heights,2619.863014,42861,Saturday,May,u,,,
Box Hill,4561.403509,42861,Saturday,May,u,,,
Brunswick,4248.554913,42861,Saturday,May,u,,,
Brunswick West,371.467639,42861,Saturday,May,u,,,
Bulleen, ,42861,Saturday,May,u,,,
Burwood,3790.849673,42861,Saturday,May,u,,,
Burwood,7469.135802,42861,Saturday,May,u,,,
Carnegie, ,42861,Saturday,May,u,,,
Caulfield, ,42861,Saturday,May,u,,,
Coburg,1275.773196,42861,Saturday,May,u,,,
Collingwood, ,42861,Saturday,May,u,,,
Essendon,477.7415852,42861,Saturday,May,u,,,
Fairfield, ,42861,Saturday,May,u,,,
Fitzroy North, ,42861,Saturday,May,u,,,
Footscray,220.1346046,42861,Saturday,May,u,,,
Footscray, ,42861,Saturday,May,u,,,
Malvern, ,42861,Saturday,May,u,,,
Malvern,96.58970557,42861,Saturday,May,u,,,
Melbourne, ,42861,Saturday,May,u,,,
Moonee Ponds, ,42861,Saturday,May,u,,,
Northcote,614.8282098,42861,Saturday,May,u,,,
Parkville, ,42861,Saturday,May,u,,,
Preston, ,42861,Saturday,May,u,,,
Reservoir,1921.875,42861,Saturday,May,u,,,
Reservoir, ,42861,Saturday,May,u,,,
Richmond,1484.261501,42861,Saturday,May,u,,,
Richmond,244.6183953,42861,Saturday,May,u,,,
South Yarra,88000,42861,Saturday,May,u,,,
South Yarra, ,42861,Saturday,May,u,,,
South Yarra, ,42861,Saturday,May,u,,,
St Kilda,510.3244838,42861,Saturday,May,u,,,
St Kilda, ,42861,Saturday,May,u,,,
Box Hill, ,42868,Saturday,May,u,,,
Brighton,7404.255319,42868,Saturday,May,u,,,
Brighton,315.7255616,42868,Saturday,May,u,,,
Brighton East,3823.529412,42868,Saturday,May,u,,,
Brunswick, ,42868,Saturday,May,u,,,
Brunswick East,321.3367609,42868,Saturday,May,u,,,
Brunswick East,341.4028554,42868,Saturday,May,u,,,
Brunswick East, ,42868,Saturday,May,u,,,
Brunswick East, ,42868,Saturday,May,u,,,
Carnegie,4077.490775,42868,Saturday,May,u,,,
Caulfield North, ,42868,Saturday,May,u,,,
Clifton Hill, ,42868,Saturday,May,u,,,
Essendon,2788.844622,42868,Saturday,May,u,,,
Flemington, ,42868,Saturday,May,u,,,
Flemington, ,42868,Saturday,May,u,,,
Glen Huntly,223.7521515,42868,Saturday,May,u,,,
Keilor East,2227.272727,42868,Saturday,May,u,,,
Melbourne, ,42868,Saturday,May,u,,,
Murrumbeena,3969.072165,42868,Saturday,May,u,,,
Murrumbeena,522.9110512,42868,Saturday,May,u,,,
Northcote, ,42868,Saturday,May,u,,,
Oakleigh,4093.75,42868,Saturday,May,u,,,
Ormond,4824.120603,42868,Saturday,May,u,,,
Pascoe Vale,3647.058824,42868,Saturday,May,u,,,
Pascoe Vale,4040.650407,42868,Saturday,May,u,,,
Port Melbourne,80.31848023,42868,Saturday,May,u,,,
Prahran,226.9528501,42868,Saturday,May,u,,,
Prahran,7638.888889,42868,Saturday,May,u,,,
Prahran, ,42868,Saturday,May,u,,,
Reservoir,3426.573427,42868,Saturday,May,u,,,
Richmond,907.8947368,42868,Saturday,May,u,,,
South Yarra, ,42868,Saturday,May,u,,,
South Yarra, ,42868,Saturday,May,u,,,
South Yarra,1078.991597,42868,Saturday,May,u,,,
Thornbury, ,42868,Saturday,May,u,,,
Williamstown, ,42868,Saturday,May,u,,,
Yarraville, ,42868,Saturday,May,u,,,
Yarraville, ,42868,Saturday,May,u,,,
Albion,2187.5,42868,Saturday,May,u,,,
Albion,2320,42868,Saturday,May,u,,,
East Melbourne,858.0508475,42868,Saturday,May,u,,,
Elwood, ,42868,Saturday,May,u,,,
Elwood, ,42868,Saturday,May,u,,,
Kensington, ,42868,Saturday,May,u,,,
South Kingsville, ,42868,Saturday,May,u,,,
Southbank, ,42868,Saturday,May,u,,,
Toorak, ,42868,Saturday,May,u,,,
Windsor, ,42868,Saturday,May,u,,,
Balaclava, ,42868,Saturday,May,u,,,
Kingsbury,1876.923077,42868,Saturday,May,u,,,
Alphington, ,42875,Saturday,May,u,,,
Armadale,906.8219634,42875,Saturday,May,u,,,
Ashwood,3787.234043,42875,Saturday,May,u,,,
Brighton,8495.762712,42875,Saturday,May,u,,,
Brunswick,1360.465116,42875,Saturday,May,u,,,
Brunswick East, ,42875,Saturday,May,u,,,
Brunswick East,9723.076923,42875,Saturday,May,u,,,
Brunswick East, ,42875,Saturday,May,u,,,
Brunswick West,1144.90161,42875,Saturday,May,u,,,
Burwood,2258.333333,42875,Saturday,May,u,,,
Carlton North, ,42875,Saturday,May,u,,,
Carnegie,856.7543064,42875,Saturday,May,u,,,
Carnegie,301500,42875,Saturday,May,u,,,
Caulfield North, ,42875,Saturday,May,u,,,
Caulfield South, ,42875,Saturday,May,u,,,
Chadstone,3454.545455,42875,Saturday,May,u,,,
Clifton Hill,19777.77778,42875,Saturday,May,u,,,
Coburg,7468.35443,42875,Saturday,May,u,,,
Essendon, ,42875,Saturday,May,u,,,
Essendon,366.8639053,42875,Saturday,May,u,,,
Essendon, ,42875,Saturday,May,u,,,
Footscray,473.0617608,42875,Saturday,May,u,,,
Footscray, ,42875,Saturday,May,u,,,
Hampton,4889.705882,42875,Saturday,May,u,,,
Malvern East,4675.675676,42875,Saturday,May,u,,,
Murrumbeena, ,42875,Saturday,May,u,,,
Niddrie,3053.892216,42875,Saturday,May,u,,,
Niddrie,457.7464789,42875,Saturday,May,u,,,
Pascoe Vale,3190.298507,42875,Saturday,May,u,,,
Prahran,602.0942408,42875,Saturday,May,u,,,
Prahran, ,42875,Saturday,May,u,,,
Prahran,83.33333333,42875,Saturday,May,u,,,
Prahran,1189.979123,42875,Saturday,May,u,,,
Reservoir,3768.518519,42875,Saturday,May,u,,,
South Yarra,2996.478873,42875,Saturday,May,u,,,
St Kilda, ,42875,Saturday,May,u,,,
Thornbury, ,42875,Saturday,May,u,,,
West Footscray,251.1803588,42875,Saturday,May,u,,,
Yarraville, ,42875,Saturday,May,u,,,
Abbotsford, ,42875,Saturday,May,u,,,
Albion,170.212766,42875,Saturday,May,u,,,
Albion,3314.917127,42875,Saturday,May,u,,,
Elwood, ,42875,Saturday,May,u,,,
Elwood, ,42875,Saturday,May,u,,,
Elwood, ,42875,Saturday,May,u,,,
Kensington,341.9203747,42875,Saturday,May,u,,,
Toorak, ,42875,Saturday,May,u,,,
Travancore, ,42875,Saturday,May,u,,,
Abbotsford, ,42882,Saturday,May,u,,,
Albion,2429.149798,42882,Saturday,May,u,,,
Armadale,373.7465816,42882,Saturday,May,u,,,
Armadale,653.3776301,42882,Saturday,May,u,,,
Bentleigh, ,42882,Saturday,May,u,,,
Black Rock,3292.682927,42882,Saturday,May,u,,,
Black Rock,3921.383648,42882,Saturday,May,u,,,
Brighton, ,42882,Saturday,May,u,,,
Brunswick, ,42882,Saturday,May,u,,,
Brunswick,6666.666667,42882,Saturday,May,u,,,
Brunswick West,8518.518519,42882,Saturday,May,u,,,
Brunswick West,6417.073171,42882,Saturday,May,u,,,
Carlton, ,42882,Saturday,May,u,,,
Carnegie, ,42882,Saturday,May,u,,,
Caulfield,948.4193012,42882,Saturday,May,u,,,
Caulfield East,152.9831719,42882,Saturday,May,u,,,
Cheltenham,557.5139147,42882,Saturday,May,u,,,
Clifton Hill, ,42882,Saturday,May,u,,,
Cremorne, ,42882,Saturday,May,u,,,
Doncaster East,4466.666667,42882,Saturday,May,u,,,
Elwood,1284.900285,42882,Saturday,May,u,,,
Elwood, ,42882,Saturday,May,u,,,
Essendon,10000,42882,Saturday,May,u,,,
Essendon North,4836.956522,42882,Saturday,May,u,,,
Ferntree Gully,2016.339869,42882,Saturday,May,u,,,
Fitzroy North, ,42882,Saturday,May,u,,,
Glen Waverley,3460.365854,42882,Saturday,May,u,,,
Glenroy,2923.387097,42882,Saturday,May,u,,,
Hughesdale,3869.77492,42882,Saturday,May,u,,,
Kensington, ,42882,Saturday,May,u,,,
Maribyrnong,6543.209877,42882,Saturday,May,u,,,
Maribyrnong, ,42882,Saturday,May,u,,,
Maribyrnong,70.9262608,42882,Saturday,May,u,,,
Melbourne, ,42882,Saturday,May,u,,,
Mitcham,2316.666667,42882,Saturday,May,u,,,
Mitcham,3725.961538,42882,Saturday,May,u,,,
Mitcham,1867.881549,42882,Saturday,May,u,,,
Mount Waverley,2263.513514,42882,Saturday,May,u,,,
Mount Waverley,3263.157895,42882,Saturday,May,u,,,
Murrumbeena,2630.385488,42882,Saturday,May,u,,,
North Melbourne, ,42882,Saturday,May,u,,,
Nunawading,3251.046025,42882,Saturday,May,u,,,
Ormond, ,42882,Saturday,May,u,,,
Parkville,641.7112299,42882,Saturday,May,u,,,
Pascoe Vale,2647.482014,42882,Saturday,May,u,,,
Port Melbourne, ,42882,Saturday,May,u,,,
Prahran, ,42882,Saturday,May,u,,,
Prahran, ,42882,Saturday,May,u,,,
Prahran, ,42882,Saturday,May,u,,,
Preston, ,42882,Saturday,May,u,,,
Reservoir,3309.859155,42882,Saturday,May,u,,,
Richmond,43.32206255,42882,Saturday,May,u,,,
Richmond, ,42882,Saturday,May,u,,,
Ringwood East,3205.263158,42882,Saturday,May,u,,,
Sandringham, ,42882,Saturday,May,u,,,
Sandringham, ,42882,Saturday,May,u,,,
South Yarra,1566.26506,42882,Saturday,May,u,,,
South Yarra, ,42882,Saturday,May,u,,,
South Yarra, ,42882,Saturday,May,u,,,
Southbank, ,42882,Saturday,May,u,,,
Southbank,165.1073198,42882,Saturday,May,u,,,
St Kilda, ,42882,Saturday,May,u,,,
St Kilda,2570.422535,42882,Saturday,May,u,,,
St Kilda, ,42882,Saturday,May,u,,,
Sunshine,5568.181818,42882,Saturday,May,u,,,
Thornbury,6208.333333,42882,Saturday,May,u,,,
West Footscray,4738.095238,42882,Saturday,May,u,,,
West Melbourne, ,42882,Saturday,May,u,,,
Williamstown,5207.100592,42882,Saturday,May,u,,,
Yarraville,8868.75,42882,Saturday,May,u,,,
Aberfeldie, ,42889,Saturday,June,u,,,
Airport West,2768.729642,42889,Saturday,June,u,,,
Altona,4090.909091,42889,Saturday,June,u,,,
Altona Meadows, ,42889,Saturday,June,u,,,
Armadale, ,42889,Saturday,June,u,,,
Balaclava,329.5454545,42889,Saturday,June,u,,,
Black Rock,3723.300971,42889,Saturday,June,u,,,
Brighton,5365.461847,42889,Saturday,June,u,,,
Brighton, ,42889,Saturday,June,u,,,
Brighton,5469.512195,42889,Saturday,June,u,,,
Brunswick, ,42889,Saturday,June,u,,,
Brunswick East, ,42889,Saturday,June,u,,,
Burwood,2788.844622,42889,Saturday,June,u,,,
Carnegie,1700,42889,Saturday,June,u,,,
Carnegie,3924.050633,42889,Saturday,June,u,,,
Caulfield, ,42889,Saturday,June,u,,,
Caulfield East, ,42889,Saturday,June,u,,,
Caulfield North, ,42889,Saturday,June,u,,,
Caulfield North, ,42889,Saturday,June,u,,,
Cheltenham, ,42889,Saturday,June,u,,,
Collingwood,151.5806539,42889,Saturday,June,u,,,
Elsternwick,552.7210884,42889,Saturday,June,u,,,
Elwood,396.6942149,42889,Saturday,June,u,,,
Elwood, ,42889,Saturday,June,u,,,
Elwood,352.3489933,42889,Saturday,June,u,,,
Elwood,784.1037204,42889,Saturday,June,u,,,
Essendon,3907.692308,42889,Saturday,June,u,,,
Essendon,5695.652174,42889,Saturday,June,u,,,
Footscray, ,42889,Saturday,June,u,,,
Footscray,147.7050781,42889,Saturday,June,u,,,
Forest Hill,2961.24031,42889,Saturday,June,u,,,
Glen Waverley,4263.565891,42889,Saturday,June,u,,,
Malvern, ,42889,Saturday,June,u,,,
Malvern,409.1726619,42889,Saturday,June,u,,,
Maribyrnong,15.81081081,42889,Saturday,June,u,,,
Mount Waverley,3636.363636,42889,Saturday,June,u,,,
Mount Waverley,3306.358382,42889,Saturday,June,u,,,
Murrumbeena, ,42889,Saturday,June,u,,,
Murrumbeena, ,42889,Saturday,June,u,,,
Murrumbeena,516.2950257,42889,Saturday,June,u,,,
Oak Park,4339.622642,42889,Saturday,June,u,,,
Oakleigh East,3507.109005,42889,Saturday,June,u,,,
Ormond,341.047503,42889,Saturday,June,u,,,
Ormond, ,42889,Saturday,June,u,,,
Parkville,728.095434,42889,Saturday,June,u,,,
Pascoe Vale,1726.027397,42889,Saturday,June,u,,,
Port Melbourne, ,42889,Saturday,June,u,,,
Port Melbourne,91.50805271,42889,Saturday,June,u,,,
Port Melbourne,451.7663043,42889,Saturday,June,u,,,
Preston,2820.512821,42889,Saturday,June,u,,,
Preston,2852.760736,42889,Saturday,June,u,,,
Richmond,1412.776413,42889,Saturday,June,u,,,
Ringwood,2342.507645,42889,Saturday,June,u,,,
South Melbourne, ,42889,Saturday,June,u,,,
South Melbourne,321.9927096,42889,Saturday,June,u,,,
South Yarra, ,42889,Saturday,June,u,,,
South Yarra, ,42889,Saturday,June,u,,,
South Yarra, ,42889,Saturday,June,u,,,
South Yarra, ,42889,Saturday,June,u,,,
Southbank,6698.412698,42889,Saturday,June,u,,,
Southbank, ,42889,Saturday,June,u,,,
St Kilda,189.6217265,42889,Saturday,June,u,,,
St Kilda, ,42889,Saturday,June,u,,,
Thornbury, ,42889,Saturday,June,u,,,
Toorak, ,42889,Saturday,June,u,,,
Toorak, ,42889,Saturday,June,u,,,
Toorak,361.7533719,42889,Saturday,June,u,,,
Toorak,956.5217391,42889,Saturday,June,u,,,
Vermont South,2483.443709,42889,Saturday,June,u,,,
West Footscray,414.8660328,42889,Saturday,June,u,,,
West Melbourne, ,42889,Saturday,June,u,,,
Abbotsford,798.6688852,42903,Saturday,June,u,,,
Abbotsford,315.258512,42903,Saturday,June,u,,,
Altona,2359.15493,42903,Saturday,June,u,,,
Armadale, ,42903,Saturday,June,u,,,
Bayswater,1244.019139,42903,Saturday,June,u,,,
Black Rock, ,42903,Saturday,June,u,,,
Blackburn South,2331.189711,42903,Saturday,June,u,,,
Brighton,8066.037736,42903,Saturday,June,u,,,
Brighton,5486.381323,42903,Saturday,June,u,,,
Brunswick, ,42903,Saturday,June,u,,,
Brunswick West,768.4729064,42903,Saturday,June,u,,,
Brunswick West,5528.985507,42903,Saturday,June,u,,,
Caulfield South,363.7484587,42903,Saturday,June,u,,,
Cheltenham, ,42903,Saturday,June,u,,,
Cheltenham,2488.372093,42903,Saturday,June,u,,,
Coburg, ,42903,Saturday,June,u,,,
Doncaster,1795.131846,42903,Saturday,June,u,,,
Doncaster East,3601.694915,42903,Saturday,June,u,,,
Elsternwick,469.2832765,42903,Saturday,June,u,,,
Elwood, ,42903,Saturday,June,u,,,
Elwood,909.0909091,42903,Saturday,June,u,,,
Elwood, ,42903,Saturday,June,u,,,
Essendon,629.7502714,42903,Saturday,June,u,,,
Essendon,261.3146552,42903,Saturday,June,u,,,
Fairfield,7755.813953,42903,Saturday,June,u,,,
Fitzroy North, ,42903,Saturday,June,u,,,
Footscray,236.453202,42903,Saturday,June,u,,,
Footscray, ,42903,Saturday,June,u,,,
Footscray, ,42903,Saturday,June,u,,,
Glenroy,3102.941176,42903,Saturday,June,u,,,
Hampton, ,42903,Saturday,June,u,,,
Hampton, ,42903,Saturday,June,u,,,
Kensington,341.9203747,42903,Saturday,June,u,,,
Kensington, ,42903,Saturday,June,u,,,
Kensington, ,42903,Saturday,June,u,,,
Maribyrnong,339.3461105,42903,Saturday,June,u,,,
McKinnon,4363.636364,42903,Saturday,June,u,,,
Melbourne, ,42903,Saturday,June,u,,,
Moonee Ponds, ,42903,Saturday,June,u,,,
Murrumbeena,6055.045872,42903,Saturday,June,u,,,
North Melbourne, ,42903,Saturday,June,u,,,
Northcote, ,42903,Saturday,June,u,,,
Notting Hill,2153.846154,42903,Saturday,June,u,,,
Nunawading,2526.645768,42903,Saturday,June,u,,,
Parkville,370.2180173,42903,Saturday,June,u,,,
Prahran, ,42903,Saturday,June,u,,,
Prahran, ,42903,Saturday,June,u,,,
Reservoir,2865.168539,42903,Saturday,June,u,,,
Richmond,396.4365256,42903,Saturday,June,u,,,
Richmond,292.0035939,42903,Saturday,June,u,,,
Ringwood,633.3333333,42903,Saturday,June,u,,,
Ringwood North,2880.382775,42903,Saturday,June,u,,,
Sandringham,4269.662921,42903,Saturday,June,u,,,
Seddon, ,42903,Saturday,June,u,,,
South Melbourne, ,42903,Saturday,June,u,,,
South Yarra,606.1320755,42903,Saturday,June,u,,,
Southbank,72.28847885,42903,Saturday,June,u,,,
Southbank,108.9479113,42903,Saturday,June,u,,,
St Albans,1288.659794,42903,Saturday,June,u,,,
St Kilda,547.6402493,42903,Saturday,June,u,,,
Sunshine,2332.155477,42903,Saturday,June,u,,,
Airport West,5157.342657,42910,Saturday,June,u,,,
Albert Park,2114.197531,42910,Saturday,June,u,,,
Ascot Vale,4933.73494,42910,Saturday,June,u,,,
Bayswater North,1308.411215,42910,Saturday,June,u,,,
Brunswick, ,42910,Saturday,June,u,,,
Carlton,206.8371158,42910,Saturday,June,u,,,
Clayton,2452.830189,42910,Saturday,June,u,,,
East Melbourne,594.35863,42910,Saturday,June,u,,,
Essendon,472.751149,42910,Saturday,June,u,,,
Essendon, ,42910,Saturday,June,u,,,
Essendon,4170.403587,42910,Saturday,June,u,,,
Essendon,4545.454545,42910,Saturday,June,u,,,
Fitzroy,1489.361702,42910,Saturday,June,u,,,
Hampton, ,42910,Saturday,June,u,,,
Hampton,6859.375,42910,Saturday,June,u,,,
Hampton East,3767.716535,42910,Saturday,June,u,,,
Kensington,152.3919753,42910,Saturday,June,u,,,
Moonee Ponds,2508.77193,42910,Saturday,June,u,,,
Mount Waverley,3295.454545,42910,Saturday,June,u,,,
Murrumbeena,2641.774892,42910,Saturday,June,u,,,
Murrumbeena,258.3212735,42910,Saturday,June,u,,,
North Melbourne,466.0670482,42910,Saturday,June,u,,,
North Melbourne,695.0122649,42910,Saturday,June,u,,,
Port Melbourne, ,42910,Saturday,June,u,,,
Port Melbourne, ,42910,Saturday,June,u,,,
Prahran, ,42910,Saturday,June,u,,,
Prahran, ,42910,Saturday,June,u,,,
Preston,4064.705882,42910,Saturday,June,u,,,
Reservoir, ,42910,Saturday,June,u,,,
Reservoir,3230.088496,42910,Saturday,June,u,,,
Reservoir,6438.356164,42910,Saturday,June,u,,,
Richmond,4947.222222,42910,Saturday,June,u,,,
Richmond,328.0961183,42910,Saturday,June,u,,,
Richmond,2268.987342,42910,Saturday,June,u,,,
South Yarra,248.6772487,42910,Saturday,June,u,,,
South Yarra,1334.745763,42910,Saturday,June,u,,,
Sunshine West,1608.695652,42910,Saturday,June,u,,,
Toorak, ,42910,Saturday,June,u,,,
Avondale Heights,3049.019608,42917,Saturday,July,u,,,
Bayswater North,1901.140684,42917,Saturday,July,u,,,
Brighton,190.6673357,42917,Saturday,July,u,,,
Brunswick, ,42917,Saturday,July,u,,,
Carlton, ,42917,Saturday,July,u,,,
Carlton, ,42917,Saturday,July,u,,,
Caulfield South,4851.111111,42917,Saturday,July,u,,,
Cheltenham, ,42917,Saturday,July,u,,,
Clifton Hill,1914.498141,42917,Saturday,July,u,,,
Essendon, ,42917,Saturday,July,u,,,
Essendon, ,42917,Saturday,July,u,,,
Footscray,5666.666667,42917,Saturday,July,u,,,
Hadfield,1644.736842,42917,Saturday,July,u,,,
Hampton,122.9924781,42917,Saturday,July,u,,,
Highett,6142.857143,42917,Saturday,July,u,,,
Kensington, ,42917,Saturday,July,u,,,
Kingsville, ,42917,Saturday,July,u,,,
Maidstone,73.18348144,42917,Saturday,July,u,,,
North Melbourne,120.5347359,42917,Saturday,July,u,,,
Northcote, ,42917,Saturday,July,u,,,
Ormond,451.2922465,42917,Saturday,July,u,,,
Ormond, ,42917,Saturday,July,u,,,
Port Melbourne, ,42917,Saturday,July,u,,,
Prahran, ,42917,Saturday,July,u,,,
Prahran, ,42917,Saturday,July,u,,,
Richmond,4947.222222,42917,Saturday,July,u,,,
Ringwood East,2580.645161,42917,Saturday,July,u,,,
Sandringham, ,42917,Saturday,July,u,,,
South Yarra, ,42917,Saturday,July,u,,,
South Yarra, ,42917,Saturday,July,u,,,
St Kilda, ,42917,Saturday,July,u,,,
St Kilda, ,42917,Saturday,July,u,,,
St Kilda,528.0612245,42917,Saturday,July,u,,,
St Kilda,414.3019296,42917,Saturday,July,u,,,
St Kilda, ,42917,Saturday,July,u,,,
Abbotsford,361.6042078,42924,Saturday,July,u,,,
Airport West,3964.497041,42924,Saturday,July,u,,,
Armadale, ,42924,Saturday,July,u,,,
Balaclava, ,42924,Saturday,July,u,,,
Bayswater,3291.139241,42924,Saturday,July,u,,,
Bentleigh,380000,42924,Saturday,July,u,,,
Blackburn, ,42924,Saturday,July,u,,,
Brighton, ,42924,Saturday,July,u,,,
Brighton East, ,42924,Saturday,July,u,,,
Brooklyn,3238.993711,42924,Saturday,July,u,,,
Brunswick East,1472.081218,42924,Saturday,July,u,,,
Carnegie, ,42924,Saturday,July,u,,,
Carnegie,910.8280255,42924,Saturday,July,u,,,
Carnegie, ,42924,Saturday,July,u,,,
Caulfield South, ,42924,Saturday,July,u,,,
Collingwood, ,42924,Saturday,July,u,,,
Elwood,364.9328859,42924,Saturday,July,u,,,
Elwood, ,42924,Saturday,July,u,,,
Essendon, ,42924,Saturday,July,u,,,
Fitzroy,124.0772734,42924,Saturday,July,u,,,
Fitzroy,187.7403302,42924,Saturday,July,u,,,
Fitzroy, ,42924,Saturday,July,u,,,
Hampton,1193.415638,42924,Saturday,July,u,,,
Kensington,102.6482306,42924,Saturday,July,u,,,
Kensington,332.5526932,42924,Saturday,July,u,,,
Kensington, ,42924,Saturday,July,u,,,
Maidstone, ,42924,Saturday,July,u,,,
Malvern, ,42924,Saturday,July,u,,,
Melbourne, ,42924,Saturday,July,u,,,
North Melbourne, ,42924,Saturday,July,u,,,
North Melbourne, ,42924,Saturday,July,u,,,
Nunawading,4536.912752,42924,Saturday,July,u,,,
